[9/7/23, 8:51:45 AM] Yara: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
‎[9/7/23, 8:51:45 AM] Yara: ‎image omitted
‎[7/14/24, 5:53:42 PM] Yara: ‎sticker omitted
[7/14/24, 5:59:21 PM] Ismael: Te amo
‎[7/14/24, 5:59:24 PM] Ismael: ‎sticker omitted
[7/14/24, 6:05:21 PM] Yara: También
‎[7/14/24, 6:05:25 PM] Yara: ‎sticker omitted
[7/14/24, 6:10:16 PM] Ismael: Mua
[7/14/24, 6:10:21 PM] Ismael: hay que salir yariliiiiin
‎[7/14/24, 6:10:23 PM] Ismael: ‎sticker omitted
‎[7/14/24, 6:15:01 PM] Yara: ‎sticker omitted
‎[7/14/24, 6:15:24 PM] Ismael: ‎sticker omitted
[7/14/24, 6:15:36 PM] Ismael: tengo muchas ganas de verte
‎[7/14/24, 6:27:08 PM] Yara: ‎sticker omitted
[7/14/24, 6:27:35 PM] Yara: Ayyy ismaelin
[7/14/24, 6:42:43 PM] Ismael: cuando puedas va?
[7/14/24, 6:43:38 PM] Yara: Ji
[7/14/24, 6:43:49 PM] Yara: Que haces ismaelin
[7/14/24, 6:44:00 PM] Ismael: ya estoy en el cine
‎[7/14/24, 6:44:22 PM] Ismael: ‎image omitted
[7/14/24, 6:44:49 PM] Ismael: Y tu yarilin ?
[7/14/24, 6:45:13 PM] Yara: Como hay gente
[7/14/24, 6:45:25 PM] Yara: Estudiando dimensiones
[7/14/24, 6:45:33 PM] Ismael: Chi
[7/14/24, 6:45:37 PM] Ismael: Pues muy bien
[7/14/24, 6:45:45 PM] Ismael: Para que me hagas bien a doncic
‎[7/14/24, 6:45:48 PM] Ismael: ‎sticker omitted
‎[7/14/24, 6:45:56 PM] Yara: ‎sticker omitted
[7/14/24, 6:46:02 PM] Yara: A quieeeen
[7/14/24, 6:46:08 PM] Yara: Yo puro tatum
[7/14/24, 6:46:18 PM] Ismael: Aaaaaascole
[7/14/24, 6:46:20 PM] Ismael: Mejor nadota
‎[7/14/24, 6:46:28 PM] Ismael: ‎sticker omitted
[7/14/24, 6:46:43 PM] Yara: OOOOKKKK
[7/14/24, 6:46:51 PM] Yara: ya entendí
[7/14/24, 6:49:00 PM] Ismael: No yarilin
‎[7/14/24, 6:49:02 PM] Ismael: ‎sticker omitted
[7/14/24, 6:49:09 PM] Ismael: No te puede gustar Tatum
[7/14/24, 6:49:11 PM] Ismael: Muy mal
[7/14/24, 6:59:56 PM] Ismael: A ver tus dibujitos mi vidota
‎[7/14/24, 6:59:59 PM] Ismael: ‎sticker omitted
[7/14/24, 7:00:35 PM] Yara: Arriba los celtics 🍀
‎[7/14/24, 7:00:45 PM] Yara: ‎sticker omitted
[7/14/24, 7:00:50 PM] Yara: No
[7/14/24, 7:01:03 PM] Ismael: Ash
[7/14/24, 7:01:04 PM] Ismael: pls
[7/14/24, 7:01:09 PM] Ismael: nunca me los has querido enseñar
‎[7/14/24, 7:01:12 PM] Ismael: ‎sticker omitted
[7/14/24, 7:01:15 PM] Ismael: enséñame alguno
‎[7/14/24, 7:01:54 PM] Yara: ‎image omitted
‎[7/14/24, 7:02:00 PM] Yara: ‎sticker omitted
[7/14/24, 7:03:01 PM] Ismael: Y dibujitos?
‎[7/14/24, 7:03:22 PM] Yara: ‎sticker omitted
[7/14/24, 7:03:55 PM] Ismael: Añañe
[7/14/24, 7:04:14 PM] Ismael: Muy bien yarilin
[7/14/24, 7:04:17 PM] Yara: Cuando empieza tu película
[7/14/24, 7:04:26 PM] Ismael: A qué viene esa pregunta?
[7/14/24, 7:04:32 PM] Ismael: Por qué quieres saber o qué
[7/14/24, 7:04:42 PM] Yara: Ay que pd
[7/14/24, 7:04:44 PM] Yara: JAJAJJA
‎[7/14/24, 7:04:48 PM] Yara: ‎sticker omitted
[7/14/24, 7:04:49 PM] Ismael: Ya quieres que me calle o que
[7/14/24, 7:04:53 PM] Yara: Si
[7/14/24, 7:04:57 PM] Yara: La nt si
[7/14/24, 7:04:58 PM] Ismael: OK
[7/14/24, 7:05:00 PM] Ismael: OOOOK
[7/14/24, 7:05:02 PM] Ismael: oye qpd
[7/14/24, 7:05:04 PM] Ismael: hay límites
[7/14/24, 7:05:05 PM] Yara: Es bromimiiiiiii
[7/14/24, 7:05:11 PM] Ismael: ya me senti mal
[7/14/24, 7:05:18 PM] Yara: JAJAJJA AY JESUUUUSSSS
‎[7/14/24, 7:05:19 PM] Ismael: ‎image omitted
[7/14/24, 7:05:23 PM] Ismael: me dio cosa
[7/14/24, 7:05:36 PM] Ismael: a la 7:20 yarilin
[7/14/24, 7:05:48 PM] Ismael: a las 7:20 si quieres te dejo de molestar
[7/14/24, 7:05:50 PM] Yara: Woaaaau
[7/14/24, 7:05:51 PM] Ismael: no es cierto
[7/14/24, 7:05:55 PM] Yara: De una vez
[7/14/24, 7:05:58 PM] Ismael: Que
[7/14/24, 7:06:01 PM] Ismael: HEY
[7/14/24, 7:06:02 PM] Yara: BROMIMIIIIIIIIIII
[7/14/24, 7:06:03 PM] Ismael: ya
[7/14/24, 7:06:04 PM] Yara: YA
[7/14/24, 7:06:06 PM] Ismael: basta
[7/14/24, 7:06:09 PM] Yara: perdón
‎[7/14/24, 7:06:11 PM] Yara: ‎sticker omitted
[7/14/24, 7:06:13 PM] Yara: Mua
[7/14/24, 7:06:15 PM] Ismael: yo soy el gato
[7/14/24, 7:06:21 PM] Yara: Te mando dos besos
[7/14/24, 7:06:24 PM] Yara: Ya sepo
[7/14/24, 7:06:28 PM] Ismael: Dooooos?
‎[7/14/24, 7:06:30 PM] Ismael: ‎sticker omitted
[7/14/24, 7:06:34 PM] Yara: Y la del ladito tu primita
[7/14/24, 7:06:40 PM] Yara: Ji
[7/14/24, 7:06:47 PM] Ismael: si
[7/14/24, 7:06:52 PM] Ismael: Mu bien
[7/14/24, 7:06:56 PM] Ismael: Te amo yarilin
[7/14/24, 7:06:57 PM] Yara: Como se llama?
‎[7/14/24, 7:06:59 PM] Ismael: ‎sticker omitted
[7/14/24, 7:07:04 PM] Ismael: Nahomi
[7/14/24, 7:07:06 PM] Ismael: O Naomi
[7/14/24, 7:07:07 PM] Yara: Yo igual
[7/14/24, 7:07:09 PM] Ismael: No se
[7/14/24, 7:07:16 PM] Ismael: no puedes
[7/14/24, 7:07:19 PM] Ismael: tengo tennis
[7/14/24, 7:07:28 PM] Yara: Ahi no eraaaa
[7/14/24, 7:07:29 PM] Yara: JJAJAJ
[7/14/24, 7:07:32 PM] Yara: Aqui
[7/14/24, 7:07:37 PM] Ismael: Ooo
[7/14/24, 7:07:38 PM] Yara: Tingin tinis
[7/14/24, 7:07:42 PM] Ismael: tontilla
[7/14/24, 7:07:52 PM] Ismael: hay una filotaaaaa
[7/14/24, 7:07:56 PM] Ismael: ya me voy
[7/14/24, 7:08:07 PM] Yara: Pues como no
[7/14/24, 7:08:09 PM] Yara: Bye
[7/14/24, 7:08:13 PM] Ismael: Te amo amor
‎[7/14/24, 7:08:14 PM] Yara: ‎sticker omitted
[7/14/24, 7:08:15 PM] Ismael: OK
‎[7/14/24, 7:08:18 PM] Ismael: ‎sticker omitted
‎[7/14/24, 7:08:19 PM] Ismael: ‎sticker omitted
‎[7/14/24, 7:08:20 PM] Ismael: ‎sticker omitted
‎[7/14/24, 7:08:25 PM] Yara: ‎sticker omitted
[7/14/24, 7:08:30 PM] Yara: Te amo
[7/14/24, 7:08:34 PM] Yara: Baii
[7/14/24, 7:08:45 PM] Ismael: Yo más
[7/14/24, 7:08:50 PM] Ismael: Baii
‎[7/14/24, 7:08:51 PM] Yara: ‎sticker omitted
[7/14/24, 7:31:49 PM] Ismael: Ya me aburrí
[7/14/24, 7:31:56 PM] Ismael: sigues dibujando mi vidota?
[7/14/24, 7:32:28 PM] Yara: Como que ya te aburriste
‎[7/14/24, 7:32:31 PM] Yara: ‎sticker omitted
[7/14/24, 7:32:34 PM] Yara: Chi
[7/14/24, 7:32:42 PM] Yara: Tengo hambre
[7/14/24, 7:33:09 PM] Ismael: De la película
[7/14/24, 7:33:17 PM] Ismael: oye
[7/14/24, 7:33:19 PM] Ismael: Come
[7/14/24, 7:33:22 PM] Ismael: 👍
[7/14/24, 7:33:24 PM] Yara: Por eso
[7/14/24, 7:33:30 PM] Ismael: ps no está
[7/14/24, 7:33:34 PM] Yara: Jaja me encantas
[7/14/24, 7:33:36 PM] Ismael: me aburre ver películas
[7/14/24, 7:33:40 PM] Yara: (Sarcasmo)
[7/14/24, 7:33:46 PM] Yara: Muuuyyy maaal
[7/14/24, 7:33:50 PM] Ismael: Arre pues
[7/14/24, 7:33:59 PM] Ismael: ARRE PUES
[7/14/24, 7:34:01 PM] Yara: La frase
[7/14/24, 7:34:06 PM] Yara: Obviamente me encantas
[7/14/24, 7:34:12 PM] Ismael: muy bien
[7/14/24, 7:34:15 PM] Ismael: Más te vale
[7/14/24, 7:34:17 PM] Yara: Pero yo NUNCA pero NUNCAAA pondria jaja
‎[7/14/24, 7:34:20 PM] Ismael: ‎sticker omitted
[7/14/24, 7:34:28 PM] Yara: Así puedes diferenciar mi sarcasmo ca
[7/14/24, 7:34:31 PM] Yara: Va*
[7/14/24, 7:34:33 PM] Yara: Ash
[7/14/24, 7:34:34 PM] Ismael: se me hizo raro jaja
[7/14/24, 7:34:42 PM] Ismael: Ca
[7/14/24, 7:34:45 PM] Ismael: Muuuuua
[7/14/24, 7:34:51 PM] Yara: Vegueta
[7/14/24, 7:35:00 PM] Ismael: cállese
[7/14/24, 7:35:06 PM] Ismael: niña rata
‎[7/14/24, 7:35:23 PM] Yara: ‎sticker omitted
[7/14/24, 7:35:29 PM] Yara: Si soy y que
‎[7/14/24, 7:35:31 PM] Yara: ‎sticker omitted
[7/14/24, 7:35:33 PM] Yara: Bai
[7/14/24, 7:35:39 PM] Ismael: ps muy bien
‎[7/14/24, 7:35:42 PM] Ismael: ‎sticker omitted
[7/14/24, 7:35:51 PM] Ismael: de cualquier forma me vas a gustar muchote yarilin
[7/14/24, 7:35:57 PM] Ismael: Bai
[7/14/24, 7:36:00 PM] Yara: Wakaliii
[7/14/24, 7:36:09 PM] Ismael: ya ni me hables
[7/14/24, 7:36:10 PM] Ismael: adiós
‎[7/14/24, 7:36:18 PM] Yara: ‎sticker omitted
[7/14/24, 7:36:23 PM] Yara: Pues que hice
[7/14/24, 7:36:37 PM] Ismael: COMO QUE WAKALI
[7/14/24, 7:36:41 PM] Ismael: te dije algo bonito
‎[7/14/24, 7:36:42 PM] Ismael: ‎sticker omitted
[7/14/24, 7:37:06 PM] Yara: Sherap
[7/14/24, 7:37:28 PM] Yara: Estás en la sala?
[7/14/24, 7:37:36 PM] Ismael: si
‎[7/14/24, 7:37:48 PM] Yara: ‎sticker omitted
[7/14/24, 7:37:52 PM] Yara: Con el cel prendido
‎[7/14/24, 7:37:54 PM] Ismael: ‎image omitted
[7/14/24, 7:37:59 PM] Yara: Te parece correcto
[7/14/24, 7:38:06 PM] Yara: Sin spoilers
[7/14/24, 7:38:12 PM] Ismael: ps es que estoy hablando contigo mi vida
[7/14/24, 7:38:15 PM] Ismael: muy correcto
[7/14/24, 7:38:25 PM] Yara: Pero está mal usar el cel
[7/14/24, 7:38:36 PM] Ismael: se hicieron corredores de fórmula 1
[7/14/24, 7:38:42 PM] Ismael: y al final muere gru
[7/14/24, 7:38:43 PM] Yara: A quien tienes al lado
[7/14/24, 7:38:50 PM] Ismael: a la izquierda Giselle
[7/14/24, 7:38:52 PM] Yara: Te vas bloq
[7/14/24, 7:38:58 PM] Ismael: a la derecha Jesúso
[7/14/24, 7:39:04 PM] Ismael: no otra vez
‎[7/14/24, 7:39:06 PM] Ismael: ‎sticker omitted
[7/14/24, 7:39:21 PM] Yara: Quién es jesuso
[7/14/24, 7:39:31 PM] Ismael: Mi primo alto
[7/14/24, 7:39:37 PM] Yara: Aaaaaa
[7/14/24, 7:39:41 PM] Ismael: así le decimos
[7/14/24, 7:39:43 PM] Yara: Jesuso
[7/14/24, 7:39:46 PM] Ismael: para no confundirnos
[7/14/24, 7:39:50 PM] Ismael: yo Jesús el jesuso
[7/14/24, 7:39:58 PM] Yara: Pero si tú te llamas Ismael
‎[7/14/24, 7:40:06 PM] Yara: ‎sticker omitted
[7/14/24, 7:40:08 PM] Ismael: pero ps nadie me dice Ismael
[7/14/24, 7:40:13 PM] Ismael: y el se llama Jesús Gilberto
[7/14/24, 7:40:22 PM] Ismael: que a él le digan Gil
[7/14/24, 7:40:24 PM] Yara: Diganle gil
‎[7/14/24, 7:40:24 PM] Ismael: ‎sticker omitted
[7/14/24, 7:40:29 PM] Yara: chii
[7/14/24, 7:40:33 PM] Ismael: no le gusta creo
[7/14/24, 7:40:34 PM] Ismael: sabes
[7/14/24, 7:40:40 PM] Ismael: últimamente que he estado con mis primos
[7/14/24, 7:40:41 PM] Yara: Ni a mí me gustaría
[7/14/24, 7:40:49 PM] Ismael: siento que te llevarías muuuuy bien con ello
[7/14/24, 7:40:50 PM] Ismael: A
[7/14/24, 7:40:53 PM] Ismael: ELLOS
[7/14/24, 7:40:56 PM] Ismael: demasiado bien
‎[7/14/24, 7:41:05 PM] Yara: ‎sticker omitted
[7/14/24, 7:41:10 PM] Yara: Yuppyyyyyy
[7/14/24, 7:41:12 PM] Ismael: Deberíamos de salir con ellos yarilin
[7/14/24, 7:41:19 PM] Yara: Chi
‎[7/14/24, 7:41:20 PM] Ismael: ‎sticker omitted
[7/14/24, 7:41:29 PM] Ismael: si salimos a un lado te invito va?
[7/14/24, 7:41:35 PM] Ismael: al final no fuimos a las albercas
[7/14/24, 7:41:37 PM] Yara: Sip
‎[7/14/24, 7:41:39 PM] Ismael: ‎sticker omitted
[7/14/24, 7:41:52 PM] Yara: Se tostan
[7/14/24, 7:42:04 PM] Ismael: chi
[7/14/24, 7:42:12 PM] Ismael: muy bien
[7/14/24, 7:42:14 PM] Yara: Tú no puedes más
‎[7/14/24, 7:42:20 PM] Yara: ‎sticker omitted
[7/14/24, 7:42:23 PM] Ismael: ya esperaba un comentario así
‎[7/14/24, 7:42:26 PM] Ismael: ‎sticker omitted
[7/14/24, 7:42:42 PM] Yara: Pues chiiiii
[7/14/24, 7:42:49 PM] Ismael: No estoy tan prieto
‎[7/14/24, 7:42:50 PM] Ismael: ‎sticker omitted
[7/14/24, 7:43:37 PM] Ismael: como escribes mai lov
[7/14/24, 7:43:41 PM] Yara: Eres como snoop dogg de nigga
[7/14/24, 7:43:45 PM] Ismael: ya me gustó la canción de trueno
[7/14/24, 7:43:48 PM] Yara: Puro amor
[7/14/24, 7:43:50 PM] Ismael: antes me daba asquito
[7/14/24, 7:43:57 PM] Yara: This is real gansta love
‎[7/14/24, 7:44:02 PM] Yara: ‎sticker omitted
[7/14/24, 7:44:07 PM] Ismael: ok
[7/14/24, 7:44:09 PM] Yara: Todo loco
[7/14/24, 7:44:09 PM] Ismael: OOOOK
[7/14/24, 7:44:18 PM] Ismael: tú eres oscuridad yarilin
‎[7/14/24, 7:44:25 PM] Yara: ‎sticker omitted
‎[7/14/24, 7:44:26 PM] Ismael: ‎sticker omitted
[7/14/24, 7:44:27 PM] Yara: Ya se
[7/14/24, 7:44:31 PM] Ismael: Está
[7/14/24, 7:44:42 PM] Yara: Ya entendi ok
[7/14/24, 7:44:43 PM] Yara: Ok
[7/14/24, 7:44:48 PM] Ismael: OK
[7/14/24, 7:44:53 PM] Ismael: TE AMO MUXHO AMOOOOOR
‎[7/14/24, 7:44:57 PM] Yara: ‎sticker omitted
[7/14/24, 7:44:59 PM] Ismael: MUUUUUUUUCHO
‎[7/14/24, 7:45:02 PM] Ismael: ‎sticker omitted
[7/14/24, 7:45:06 PM] Yara: Yo a ti
[7/14/24, 7:45:08 PM] Yara: Muaaaaaa
‎[7/14/24, 7:45:11 PM] Yara: ‎sticker omitted
[7/14/24, 7:45:14 PM] Ismael: Muuuuuuua
[7/14/24, 8:47:13 PM] Yara: Ya salieron?
[7/14/24, 8:47:31 PM] Ismael: Holi
[7/14/24, 8:47:32 PM] Ismael: No
[7/14/24, 8:47:36 PM] Ismael: ya está acabando
[7/14/24, 8:47:50 PM] Ismael: por qué mi vida
[7/14/24, 8:51:24 PM] Ismael: yarilin?
[7/14/24, 8:51:49 PM] Yara: No nada
‎[7/14/24, 8:52:02 PM] Ismael: ‎sticker omitted
[7/14/24, 8:52:06 PM] Ismael: que haces
‎[7/14/24, 8:53:03 PM] Yara: ‎image omitted
[7/14/24, 8:53:28 PM] Ismael: ps muy bien
[7/14/24, 8:53:36 PM] Ismael: se me hizo raro que preguntes si ya salí
‎[7/14/24, 8:53:38 PM] Ismael: ‎sticker omitted
[7/14/24, 8:53:42 PM] Ismael: ya estoy saliendo
[7/14/24, 8:53:45 PM] Ismael: te amo mucho amor
[7/14/24, 8:53:51 PM] Ismael: te extraño demasiaaaaafo
‎[7/14/24, 8:53:55 PM] Ismael: ‎sticker omitted
[7/14/24, 8:54:01 PM] Ismael: demasiaaaaaaaado
[7/14/24, 8:59:46 PM] Ismael: Pues ok
[7/14/24, 9:00:48 PM] Yara: Es que acabo de pasar por ahi y vi a gente saliendo
[7/14/24, 9:00:58 PM] Yara: Me toco ver al jose angel entrar
[7/14/24, 9:01:04 PM] Yara: Fui por cenita
[7/14/24, 9:01:15 PM] Yara: Yo a ti también
‎[7/14/24, 9:01:18 PM] Yara: ‎sticker omitted
[7/14/24, 9:01:29 PM] Ismael: como
[7/14/24, 9:01:33 PM] Yara: Y yo a ti mi vida muaaaaaaa
[7/14/24, 9:01:36 PM] Ismael: si ángel estaba en película
[7/14/24, 9:01:43 PM] Ismael: lo acabo de ver salir de la película
‎[7/14/24, 9:01:57 PM] Ismael: ‎sticker omitted
‎[7/14/24, 9:02:21 PM] Ismael: ‎sticker omitted
[7/14/24, 9:04:39 PM] Yara: Iba con amigos no?
[7/14/24, 9:04:45 PM] Yara: O estoy ciega
[7/14/24, 9:04:58 PM] Ismael: lo saludaste?
[7/14/24, 9:05:03 PM] Ismael: estaba el Paul
[7/14/24, 9:05:06 PM] Ismael: y un amigo de Paul
[7/14/24, 9:10:14 PM] Yara: Noooo
[7/14/24, 9:10:38 PM] Yara: Yo andaba en el carro
‎[7/14/24, 9:10:42 PM] Yara: ‎sticker omitted
[7/14/24, 9:10:50 PM] Yara: Lo vi en el semaforo
[7/14/24, 9:11:14 PM] Ismael: estaba en la peliculaaaaa
[7/14/24, 9:11:16 PM] Yara: Pero no supe quienes eran los demas
[7/14/24, 9:11:19 PM] Ismael: hace cuanto?
[7/14/24, 9:11:27 PM] Ismael: el Paul y un niño raro
[7/14/24, 9:11:34 PM] Ismael: casi choco
[7/14/24, 9:11:37 PM] Ismael: estaba manejando
[7/14/24, 9:11:40 PM] Ismael: y con mis primos
[7/14/24, 9:11:43 PM] Yara: Nosepo
[7/14/24, 9:11:57 PM] Ismael: Porque el estaba en la película yarilin
[7/14/24, 9:12:08 PM] Ismael: lo viste cuando me preguntaste?
[7/14/24, 9:12:26 PM] Yara: Nooo
[7/14/24, 9:12:34 PM] Yara: Como a las 7 y algo
[7/14/24, 9:13:18 PM] Ismael: es que acabo de pasar y te tocó ver al ángel
[7/14/24, 9:14:47 PM] Yara: Lo escribí mal
‎[7/14/24, 9:14:49 PM] Yara: ‎sticker omitted
‎[7/14/24, 9:15:09 PM] Ismael: ‎sticker omitted
[7/14/24, 9:15:14 PM] Ismael: sigues hablando con el?
[7/14/24, 9:15:19 PM] Ismael: no pregunto a malas
[7/14/24, 9:15:43 PM] Yara: Que?
[7/14/24, 9:15:47 PM] Yara: Qpd
[7/14/24, 9:15:56 PM] Ismael: ps si sigues hablando con el ángel
[7/14/24, 9:16:10 PM] Yara: Por que siempre me tienes que preguntar esoooooo
[7/14/24, 9:16:16 PM] Yara: ???????
[7/14/24, 9:16:23 PM] Ismael: Porque quiero sabeeeeer
[7/14/24, 9:16:25 PM] Yara: De donde sacas eso
[7/14/24, 9:16:33 PM] Ismael: ps
[7/14/24, 9:16:39 PM] Ismael: Namas pregunto yarilin que tiene
‎[7/14/24, 9:16:40 PM] Ismael: ‎sticker omitted
[7/14/24, 9:16:41 PM] Yara: Por algo preguntas jesus
[7/14/24, 9:16:52 PM] Yara: No te puedo decir nada de el por que ay ya hablo con el
[7/14/24, 9:16:55 PM] Ismael: ps quiero saber si era cierto que ya no le ibas a hablar
‎[7/14/24, 9:16:57 PM] Ismael: ‎sticker omitted
[7/14/24, 9:17:05 PM] Ismael: aaaaaaaay
[7/14/24, 9:17:08 PM] Yara: Exito
[7/14/24, 9:17:10 PM] Ismael: pues perrdooooon
[7/14/24, 9:17:18 PM] Ismael: Eh?
[7/14/24, 9:17:26 PM] Yara: Nembre
[7/14/24, 9:17:30 PM] Yara: Ya no te vuelvo a decir nada
[7/14/24, 9:17:35 PM] Ismael: Yara
[7/14/24, 9:17:38 PM] Ismael: No tiene nada que ver
[7/14/24, 9:17:45 PM] Ismael: Desde hace rato te quería preguntar
[7/14/24, 9:17:51 PM] Ismael: No tiene nada que ver con que lo viste
[7/14/24, 9:17:55 PM] Ismael: O bueno si tiene que ver
[7/14/24, 9:17:56 PM] Yara: Aja y justo ahorita no
[7/14/24, 9:17:57 PM] Ismael: Porque me acordé
[7/14/24, 9:17:59 PM] Yara: Que casualidad
[7/14/24, 9:18:04 PM] Ismael: .
[7/14/24, 9:18:37 PM] Yara: Te creo de la manera en la que tu me crees a mi jesus
[7/14/24, 9:18:40 PM] Yara: Obvio
[7/14/24, 9:18:47 PM] Ismael: Ay yara
[7/14/24, 9:18:51 PM] Ismael: Por qué te pones así
[7/14/24, 9:18:55 PM] Ismael: Pregunté bien
[7/14/24, 9:19:14 PM] Ismael: te pones bien a la defensiva
‎[7/14/24, 9:19:16 PM] Ismael: ‎sticker omitted
[7/14/24, 9:20:28 PM] Yara: Y como quieres que te responda
[7/14/24, 9:20:34 PM] Yara: Es la misma de siempre jesus
[7/14/24, 9:20:43 PM] Ismael: Como que como
[7/14/24, 9:20:50 PM] Ismael: Ps si sigues hablando con el me dices que si
[7/14/24, 9:20:57 PM] Ismael: Si no sigues hablando con el me dices que no
‎[7/14/24, 9:21:00 PM] Ismael: ‎sticker omitted
[7/14/24, 9:21:12 PM] Yara: No entiendes de verdad?
[7/14/24, 9:21:24 PM] Ismael: No entiendo
[7/14/24, 9:21:55 PM] Ismael: Ay yara ya está bien
[7/14/24, 9:22:03 PM] Ismael: Perdona si te molesto que pregunte
[7/14/24, 9:22:07 PM] Ismael: No quiero pelear
‎[7/14/24, 9:22:10 PM] Ismael: ‎sticker omitted
[7/14/24, 9:22:58 PM] Ismael: Te amo mucho
‎[7/14/24, 9:23:00 PM] Ismael: ‎sticker omitted
[7/14/24, 9:23:37 PM] Yara: Esta bien
‎[7/14/24, 9:24:29 PM] Ismael: ‎sticker omitted
[7/14/24, 9:24:46 PM] Ismael: Si no entiendo prefiero que me dejes claro yarilin
[7/14/24, 9:24:57 PM] Yara: Ne
[7/14/24, 9:25:09 PM] Ismael: Yara
[7/14/24, 9:25:13 PM] Ismael: Está muy feo eso
[7/14/24, 9:25:21 PM] Ismael: Trata de decirme pls
[7/14/24, 9:26:12 PM] Ismael: Mi amoooooor
[7/14/24, 9:26:15 PM] Ismael: Mi amoriliiiiiin
[7/14/24, 9:29:08 PM] Yara: Yaaaaaaaaaaaaaa
[7/14/24, 9:29:14 PM] Yara: Si te digo una vez que no es no
[7/14/24, 9:29:36 PM] Ismael: Está bien
[7/14/24, 9:35:25 PM] Ismael: Nuestra racha
[7/15/24, 6:10:50 AM] Yara: Buenos dias mi amor
‎[7/15/24, 6:10:55 AM] Yara: ‎sticker omitted
[7/15/24, 8:21:37 AM] Ismael: Buenos días Amorilin
‎[7/15/24, 8:21:41 AM] Ismael: ‎sticker omitted
[7/15/24, 8:21:57 AM] Ismael: como estas amorsin
[7/15/24, 8:23:36 AM] Yara: Te acabas de despertar?
[7/15/24, 8:23:49 AM] Ismael: Si
[7/15/24, 8:23:53 AM] Yara: Cansada
‎[7/15/24, 8:23:56 AM] Yara: ‎sticker omitted
‎[7/15/24, 8:23:57 AM] Ismael: ‎sticker omitted
[7/15/24, 8:23:57 AM] Yara: Tu?
[7/15/24, 8:24:06 AM] Ismael: tengo mucho sueño
[7/15/24, 8:24:14 AM] Ismael: Que estabas haciendo yarilin
[7/15/24, 8:30:51 AM] Ismael: todos están bien dormido tés
[7/15/24, 8:31:00 AM] Ismael: Dormí biiieeeeeeen incómodo
‎[7/15/24, 8:31:01 AM] Ismael: ‎sticker omitted
[7/15/24, 8:33:27 AM] Yara: Duerme otra vez
[7/15/24, 8:33:44 AM] Yara: Gym y voy a ir a pagar lo de la reinscripcion
‎[7/15/24, 8:33:50 AM] Yara: ‎sticker omitted
[7/15/24, 8:33:52 AM] Yara: Y eso
[7/15/24, 8:34:42 AM] Ismael: Nimbre
[7/15/24, 8:34:47 AM] Ismael: ya me voy para mi casa yo
[7/15/24, 8:34:54 AM] Ismael: muy bien yarilin
[7/15/24, 8:35:00 AM] Ismael: yo no he hecho nada de eso
[7/15/24, 8:35:18 AM] Ismael: Le voy a decir a mi mamá
[7/15/24, 8:36:12 AM] Ismael: ps no se
[7/15/24, 8:36:22 AM] Ismael: Dormí en el piso
‎[7/15/24, 8:45:32 AM] Yara: ‎sticker omitted
[7/15/24, 8:45:50 AM] Yara: Muy mal
[7/15/24, 8:46:08 AM] Yara: Te vas a quedar afuera de la prepa
[7/15/24, 8:46:16 AM] Yara: Que rico
‎[7/15/24, 8:46:23 AM] Yara: ‎sticker omitted
‎[7/15/24, 8:49:37 AM] Ismael: ‎sticker omitted
[7/15/24, 8:49:45 AM] Ismael: no
[7/15/24, 8:49:51 AM] Ismael: luego amanecí enfermo
[7/15/24, 8:54:13 AM] Yara: Por qué
[7/15/24, 8:55:05 AM] Ismael: No se
[7/15/24, 8:55:08 AM] Ismael: Frío
[7/15/24, 8:55:20 AM] Ismael: Y me desperté como con hormigas en los brazos
‎[7/15/24, 8:55:22 AM] Ismael: ‎sticker omitted
[7/15/24, 8:56:07 AM] Yara: JAJAJAJJA
[7/15/24, 8:56:10 AM] Yara: que bonitooooooo
[7/15/24, 8:56:16 AM] Yara: Tas loquillo
[7/15/24, 8:56:21 AM] Yara: Eso no es enfermo
[7/15/24, 8:57:41 AM] Ismael: Ps con un resfriado
‎[7/15/24, 8:57:49 AM] Ismael: ‎sticker omitted
‎[7/15/24, 8:58:04 AM] Ismael: ‎sticker omitted
[7/15/24, 8:58:35 AM] Yara: Loco locoooooo
[7/15/24, 8:58:45 AM] Yara: La gente no se enferma asi
[7/15/24, 8:58:47 AM] Yara: Tas loco
[7/15/24, 8:58:50 AM] Yara: Locoooooooo
[7/15/24, 8:58:51 AM] Yara: Locoo
[7/15/24, 8:59:03 AM] Ismael: Deja de burlarte de mí
[7/15/24, 8:59:48 AM] Yara: Te amo
[7/15/24, 9:00:11 AM] Yara: Me dieron ganas de estar contigo jesusin
[7/15/24, 9:00:22 AM] Yara: Hazte tp a mi casa va
‎[7/15/24, 9:00:25 AM] Yara: ‎sticker omitted
[7/15/24, 9:02:06 AM] Ismael: Yo más Amorilin
[7/15/24, 9:02:13 AM] Ismael: mensa
[7/15/24, 9:02:15 AM] Ismael: voy a ir
[7/15/24, 9:02:19 AM] Ismael: tengo el carro
‎[7/15/24, 9:02:20 AM] Ismael: ‎sticker omitted
[7/15/24, 9:02:48 AM] Yara: Tú vienes y yo ya me voy
‎[7/15/24, 9:02:51 AM] Yara: ‎sticker omitted
‎[7/15/24, 9:03:15 AM] Ismael: ‎sticker omitted
[7/15/24, 9:03:22 AM] Ismael: Mu mal
